i1,i2
12342,12126
12343,12135
12345,12129
12347,12147
12349,12133
12350,12142
12351,12127
12352,12136
12354,12130
12356,12148
12358,12134
12359,12143
12360,12128
12361,12137
12363,12131
12365,12149
12375,12367
12378,12370
12381,12373
12384,12368
12385,12377
12387,12371
12388,12380
12390,12374
12391,12383
13152,1704
13153,1713
13154,1722
13155,1707
13156,1716
13157,1725
13161,1705
13162,1714
13163,1723
13164,1708
13165,1717
13166,1726
13170,1706
13171,1715
13172,1724
13173,1709
13174,1718
13175,1727
13179,1947
13180,1956
13181,1965
13182,1950
13183,1959
13184,1968
13188,1948
13189,1957
13190,1966
13191,1951
13192,1960
13193,1969
13197,1949
13198,1958
13199,1967
13200,1952
13201,1961
13202,1970
13204,1548
13205,1557
13207,1551
13208,1560
13210,1554
13211,1563
13213,1549
13214,1558
13216,1552
13217,1561
13219,1555
13220,1564
13222,1550
13223,1559
13225,1553
13226,1562
13228,1556
13229,1565
13231,1791
13232,1800
13233,1785
13235,1803
13236,1788
13237,1797
13240,1792
13241,1801
13242,1786
13244,1804
13245,1789
13246,1798
13249,1793
13250,1802
13251,1787
13253,1805
13254,1790
13255,1799
13258,2034
13259,2043
13260,2028
13261,2037
13263,2031
13265,2049
13267,2035
13268,2044
13269,2029
13270,2038
13272,2032
13274,2050
13276,2036
13277,2045
13278,2030
13279,2039
13281,2033
13283,2051
13285,1629
13286,1638
13288,1632
13289,1641
13291,1635
13292,1644
13294,1630
13295,1639
13297,1633
13298,1642
13300,1636
13301,1645
13303,1631
13304,1640
13306,1634
13307,1643
13309,1637
13310,1646
13312,1872
13313,1881
13314,1866
13315,1875
13317,1869
13319,1887
13321,1873
13322,1882
13323,1867
13324,1876
13326,1870
13328,1888
13330,1874
13331,1883
13332,1868
13333,1877
13335,1871
13337,1889
13339,2115
13340,2124
13341,2109
13343,2127
13344,2112
13345,2121
13348,2116
13349,2125
13350,2110
13352,2128
13353,2113
13354,2122
13357,2117
13358,2126
13359,2111
13361,2129
13362,2114
13363,2123
13395,1731
13396,1740
13397,1749
13398,1734
13399,1743
13400,1752
13404,1732
13405,1741
13406,1750
13407,1735
13408,1744
13409,1753
13413,1733
13414,1742
13415,1751
13416,1736
13417,1745
13418,1754
13422,1974
13423,1983
13424,1992
13425,1977
13426,1986
13427,1995
13431,1975
13432,1984
13433,1993
13434,1978
13435,1987
13436,1996
13440,1976
13441,1985
13442,1994
13443,1979
13444,1988
13445,1997
13447,1575
13448,1584
13450,1578
13451,1587
13453,1581
13454,1590
13456,1576
13457,1585
13459,1579
13460,1588
13462,1582
13463,1591
13465,1577
13466,1586
13468,1580
13469,1589
13471,1583
13472,1592
13474,1818
13475,1827
13476,1812
13478,1830
13479,1815
13480,1824
13483,1819
13484,1828
13485,1813
13487,1831
13488,1816
13489,1825
13492,1820
13493,1829
13494,1814
13496,1832
13497,1817
13498,1826
13501,2061
13502,2070
13503,2055
13504,2064
13506,2058
13508,2076
13510,2062
13511,2071
13512,2056
13513,2065
13515,2059
13517,2077
13519,2063
13520,2072
13521,2057
13522,2066
13524,2060
13526,2078
13528,1656
13529,1665
13531,1659
13532,1668
13534,1662
13535,1671
13537,1657
13538,1666
13540,1660
13541,1669
13543,1663
13544,1672
13546,1658
13547,1667
13549,1661
13550,1670
13552,1664
13553,1673
13555,1899
13556,1908
13557,1893
13558,1902
13560,1896
13562,1914
13564,1900
13565,1909
13566,1894
13567,1903
13569,1897
13571,1915
13573,1901
13574,1910
13575,1895
13576,1904
13578,1898
13580,1916
13582,2142
13583,2151
13584,2136
13586,2154
13587,2139
13588,2148
13591,2143
13592,2152
13593,2137
13595,2155
13596,2140
13597,2149
13600,2144
13601,2153
13602,2138
13604,2156
13605,2141
13606,2150
13638,1758
13639,1767
13640,1776
13641,1761
13642,1770
13643,1779
13647,1759
13648,1768
13649,1777
13650,1762
13651,1771
13652,1780
13656,1760
13657,1769
13658,1778
13659,1763
13660,1772
13661,1781
13665,2001
13666,2010
13667,2019
13668,2004
13669,2013
13670,2022
13674,2002
13675,2011
13676,2020
13677,2005
13678,2014
13679,2023
13683,2003
13684,2012
13685,2021
13686,2006
13687,2015
13688,2024
13690,1602
13691,1611
13693,1605
13694,1614
13696,1608
13697,1617
13699,1603
13700,1612
13702,1606
13703,1615
13705,1609
13706,1618
13708,1604
13709,1613
13711,1607
13712,1616
13714,1610
13715,1619
13717,1845
13718,1854
13719,1839
13721,1857
13722,1842
13723,1851
13726,1846
13727,1855
13728,1840
13730,1858
13731,1843
13732,1852
13735,1847
13736,1856
13737,1841
13739,1859
13740,1844
13741,1853
13744,2088
13745,2097
13746,2082
13747,2091
13749,2085
13751,2103
13753,2089
13754,2098
13755,2083
13756,2092
13758,2086
13760,2104
13762,2090
13763,2099
13764,2084
13765,2093
13767,2087
13769,2105
13771,1683
13772,1692
13774,1686
13775,1695
13777,1689
13778,1698
13780,1684
13781,1693
13783,1687
13784,1696
13786,1690
13787,1699
13789,1685
13790,1694
13792,1688
13793,1697
13795,1691
13796,1700
13798,1926
13799,1935
13800,1920
13801,1929
13803,1923
13805,1941
13807,1927
13808,1936
13809,1921
13810,1930
13812,1924
13814,1942
13816,1928
13817,1937
13818,1922
13819,1931
13821,1925
13823,1943
13825,2169
13826,2178
13827,2163
13829,2181
13830,2166
13831,2175
13834,2170
13835,2179
13836,2164
13838,2182
13839,2167
13840,2176
13843,2171
13844,2180
13845,2165
13847,2183
13848,2168
13849,2177
13881,8265
13882,8274
13883,8283
13884,8268
13885,8277
13886,8286
13890,8266
13891,8275
13892,8284
13893,8269
13894,8278
13895,8287
13899,8267
13900,8276
13901,8285
13902,8270
13903,8279
13904,8288
13908,8508
13909,8517
13910,8526
13911,8511
13912,8520
13913,8529
13917,8509
13918,8518
13919,8527
13920,8512
13921,8521
13922,8530
13926,8510
13927,8519
13928,8528
13929,8513
13930,8522
13931,8531
13933,8109
13934,8118
13936,8112
13937,8121
13939,8115
13940,8124
13941,8101
13942,8110
13944,8104
13945,8113
13947,8107
13948,8116
13950,8102
13952,8120
13953,8105
13955,8123
13956,8108
13958,8126
13960,8352
13961,8361
13962,8346
13964,8364
13965,8349
13966,8358
13968,8344
13969,8353
13972,8356
13973,8365
13974,8350
13976,8368
13977,8345
13979,8363
13980,8348
13981,8357
13984,8360
13985,8369
13987,8595
13988,8604
13989,8589
13990,8598
13992,8592
13994,8610
13995,8587
13996,8596
13998,8590
14000,8608
14002,8602
14003,8611
14004,8588
14006,8606
14008,8600
14009,8609
14010,8594
14011,8603
14014,8190
14015,8199
14017,8193
14018,8202
14020,8196
14021,8205
14022,8182
14023,8191
14025,8185
14026,8194
14028,8188
14029,8197
14031,8183
14033,8201
14034,8186
14036,8204
14037,8189
14039,8207
14041,8433
14042,8442
14043,8427
14044,8436
14046,8430
14048,8448
14049,8425
14050,8434
14052,8428
14054,8446
14056,8440
14057,8449
14058,8426
14060,8444
14062,8438
14063,8447
14064,8432
14065,8441
14068,8676
14069,8685
14070,8670
14072,8688
14073,8673
14074,8682
14076,8668
14077,8677
14080,8680
14081,8689
14082,8674
14084,8692
14085,8669
14087,8687
14088,8672
14089,8681
14092,8684
14093,8693
14097,8049
14098,8058
14099,8067
14100,8052
14101,8061
14102,8070
14106,8050
14107,8059
14108,8068
14109,8053
14110,8062
14111,8071
14115,8051
14116,8060
14117,8069
14118,8054
14119,8063
14120,8072
14124,8292
14125,8301
14126,8310
14127,8295
14128,8304
14129,8313
14133,8293
14134,8302
14135,8311
14136,8296
14137,8305
14138,8314
14142,8294
14143,8303
14144,8312
14145,8297
14146,8306
14147,8315
14176,8136
14177,8145
14178,8130
14180,8148
14181,8133
14182,8142
14184,8128
14185,8137
14188,8140
14189,8149
14190,8134
14192,8152
14193,8129
14195,8147
14196,8132
14197,8141
14200,8144
14201,8153
14203,8379
14204,8388
14205,8373
14206,8382
14208,8376
14210,8394
14211,8371
14212,8380
14214,8374
14216,8392
14218,8386
14219,8395
14220,8372
14222,8390
14224,8384
14225,8393
14226,8378
14227,8387
14230,8622
14231,8631
14233,8625
14234,8634
14236,8628
14237,8637
14238,8614
14239,8623
14241,8617
14242,8626
14244,8620
14245,8629
14247,8615
14249,8633
14250,8618
14252,8636
14253,8621
14255,8639
14257,8217
14258,8226
14259,8211
14260,8220
14262,8214
14264,8232
14265,8209
14266,8218
14268,8212
14270,8230
14272,8224
14273,8233
14274,8210
14276,8228
14278,8222
14279,8231
14280,8216
14281,8225
14284,8460
14285,8469
14286,8454
14288,8472
14289,8457
14290,8466
14292,8452
14293,8461
14296,8464
14297,8473
14298,8458
14300,8476
14301,8453
14303,8471
14304,8456
14305,8465
14308,8468
14309,8477
14311,8703
14312,8712
14314,8706
14315,8715
14317,8709
14318,8718
14319,8695
14320,8704
14322,8698
14323,8707
14325,8701
14326,8710
14328,8696
14330,8714
14331,8699
14333,8717
14334,8702
14336,8720
14340,8076
14341,8085
14342,8094
14343,8079
14344,8088
14345,8097
14349,8077
14350,8086
14351,8095
14352,8080
14353,8089
14354,8098
14358,8078
14359,8087
14360,8096
14361,8081
14362,8090
14363,8099
14394,8562
14395,8571
14396,8580
14397,8565
14398,8574
14399,8583
14403,8563
14404,8572
14405,8581
14406,8566
14407,8575
14408,8584
14412,8564
14413,8573
14414,8582
14415,8567
14416,8576
14417,8585
14419,8163
14420,8172
14421,8157
14422,8166
14424,8160
14426,8178
14427,8155
14428,8164
14430,8158
14432,8176
14434,8170
14435,8179
14436,8156
14438,8174
14440,8168
14441,8177
14442,8162
14443,8171
14446,8406
14447,8415
14449,8409
14450,8418
14452,8412
14453,8421
14454,8398
14455,8407
14457,8401
14458,8410
14460,8404
14461,8413
14463,8399
14465,8417
14466,8402
14468,8420
14469,8405
14471,8423
14473,8649
14474,8658
14475,8643
14477,8661
14478,8646
14479,8655
14481,8641
14482,8650
14485,8653
14486,8662
14487,8647
14489,8665
14490,8642
14492,8660
14493,8645
14494,8654
14497,8657
14498,8666
14500,8244
14501,8253
14502,8238
14504,8256
14505,8241
14506,8250
14508,8236
14509,8245
14512,8248
14513,8257
14514,8242
14516,8260
14517,8237
14519,8255
14520,8240
14521,8249
14524,8252
14525,8261
14527,8487
14528,8496
14530,8490
14531,8499
14533,8493
14534,8502
14535,8479
14536,8488
14538,8482
14539,8491
14541,8485
14542,8494
14544,8480
14546,8498
14547,8483
14549,8501
14550,8486
14552,8504
14554,8730
14555,8739
14556,8724
14557,8733
14559,8727
14561,8745
14562,8722
14563,8731
14565,8725
14567,8743
14569,8737
14570,8746
14571,8723
14573,8741
14575,8735
14576,8744
14577,8729
14578,8738
14670,14662
14673,14665
14676,14668
14679,14663
14680,14672
14682,14666
14683,14675
14685,14669
14686,14678
14751,14743
14754,14746
14757,14749
14760,14744
14761,14753
14763,14747
14764,14756
14766,14750
14767,14759
14826,14610
14827,14619
14828,14628
14829,14613
14830,14622
14831,14631
14835,14611
14836,14620
14837,14629
14838,14614
14839,14623
14840,14632
14844,14612
14845,14621
14846,14630
14847,14615
14848,14624
14849,14633
14905,14697
14906,14706
14907,14691
14908,14700
14910,14694
14912,14712
14913,14689
14915,14707
14917,14701
14918,14710
14919,14695
14920,14704
14922,14690
14923,14699
14925,14693
14927,14711
14929,14705
14930,14714
14940,14932
14943,14935
14946,14938
14949,14933
14950,14942
14952,14936
14953,14945
14955,14939
14956,14948
14986,14778
14987,14787
14988,14772
14990,14790
14991,14775
14992,14784
14994,14770
14996,14788
14997,14773
14998,14782
15001,14785
15002,14794
15003,14771
15004,14780
15007,14783
15008,14792
15009,14777
15011,14795
15021,15013
15024,15016
15027,15019
15030,15014
15031,15023
15033,15017
15034,15026
15036,15020
15037,15029
15069,14637
15070,14646
15071,14655
15072,14640
15073,14649
15074,14658
15078,14638
15079,14647
15080,14656
15081,14641
15082,14650
15083,14659
15087,14639
15088,14648
15089,14657
15090,14642
15091,14651
15092,14660
15096,14880
15097,14889
15098,14898
15099,14883
15100,14892
15101,14901
15105,14881
15106,14890
15107,14899
15108,14884
15109,14893
15110,14902
15114,14882
15115,14891
15116,14900
15117,14885
15118,14894
15119,14903
15148,14724
15149,14733
15150,14718
15152,14736
15153,14721
15154,14730
15156,14716
15158,14734
15159,14719
15160,14728
15163,14731
15164,14740
15165,14717
15166,14726
15169,14729
15170,14738
15171,14723
15173,14741
15175,14967
15176,14976
15177,14961
15178,14970
15180,14964
15182,14982
15183,14959
15185,14977
15187,14971
15188,14980
15189,14965
15190,14974
15192,14960
15193,14969
15195,14963
15197,14981
15199,14975
15200,14984
15210,15202
15213,15205
15216,15208
15219,15203
15220,15212
15222,15206
15223,15215
15225,15209
15226,15218
15229,14805
15230,14814
15231,14799
15232,14808
15234,14802
15236,14820
15237,14797
15239,14815
15241,14809
15242,14818
15243,14803
15244,14812
15246,14798
15247,14807
15249,14801
15251,14819
15253,14813
15254,14822
15256,15048
15257,15057
15258,15042
15260,15060
15261,15045
15262,15054
15264,15040
15266,15058
15267,15043
15268,15052
15271,15055
15272,15064
15273,15041
15274,15050
15277,15053
15278,15062
15279,15047
15281,15065
15291,15283
15294,15286
15297,15289
15300,15284
15301,15293
15303,15287
15304,15296
15306,15290
15307,15299
15339,3891
15340,3900
15341,3909
15342,3894
15343,3903
15344,3912
15345,3889
15346,3898
15347,3907
15348,3892
15349,3901
15350,3910
15354,3890
15355,3899
15356,3908
15360,3896
15361,3905
15362,3914
15366,4134
15367,4143
15368,4152
15369,4137
15370,4146
15371,4155
15372,4132
15373,4141
15374,4150
15375,4135
15376,4144
15377,4153
15381,4133
15382,4142
15383,4151
15387,4139
15388,4148
15389,4157
15391,3735
15392,3744
15394,3738
15395,3747
15397,3741
15398,3750
15400,3736
15401,3745
15403,3739
15404,3748
15406,3742
15407,3751
15409,3737
15410,3746
15412,3740
15413,3749
15415,3743
15416,3752
15418,3978
15419,3987
15420,3972
15422,3990
15423,3975
15424,3984
15426,3970
15428,3988
15429,3973
15430,3982
15433,3985
15434,3994
15435,3971
15436,3980
15439,3983
15440,3992
15441,3977
15443,3995
15445,4221
15446,4230
15447,4215
15448,4224
15450,4218
15452,4236
15453,4213
15454,4222
15456,4216
15458,4234
15460,4228
15461,4237
15462,4214
15464,4232
15466,4226
15467,4235
15468,4220
15469,4229
15472,3816
15473,3825
15475,3819
15476,3828
15478,3822
15479,3831
15481,3817
15482,3826
15484,3820
15485,3829
15487,3823
15488,3832
15490,3818
15491,3827
15493,3821
15494,3830
15496,3824
15497,3833
15499,4059
15500,4068
15501,4053
15502,4062
15504,4056
15506,4074
15507,4051
15508,4060
15510,4054
15512,4072
15514,4066
15515,4075
15516,4052
15518,4070
15520,4064
15521,4073
15522,4058
15523,4067
15526,4302
15527,4311
15528,4296
15530,4314
15531,4299
15532,4308
15534,4294
15536,4312
15537,4297
15538,4306
15541,4309
15542,4318
15543,4295
15544,4304
15547,4307
15548,4316
15549,4301
15551,4319
15553,3681
15554,3690
15556,3684
15557,3693
15559,3687
15560,3696
15562,3682
15563,3691
15565,3685
15566,3694
15568,3688
15569,3697
15571,3683
15572,3692
15574,3686
15575,3695
15577,3689
15578,3698
15580,3924
15581,3933
15582,3918
15584,3936
15585,3921
15586,3930
15588,3916
15590,3934
15591,3919
15592,3928
15595,3931
15596,3940
15597,3917
15598,3926
15601,3929
15602,3938
15603,3923
15605,3941
15607,4167
15608,4176
15609,4161
15610,4170
15612,4164
15614,4182
15615,4159
15616,4168
15618,4162
15620,4180
15622,4174
15623,4183
15624,4160
15626,4178
15628,4172
15629,4181
15630,4166
15631,4175
15634,3762
15635,3771
15637,3765
15638,3774
15640,3768
15641,3777
15643,3763
15644,3772
15646,3766
15647,3775
15649,3769
15650,3778
15652,3764
15653,3773
15655,3767
15656,3776
15658,3770
15659,3779
15661,4005
15662,4014
15663,3999
15664,4008
15666,4002
15668,4020
15669,3997
15670,4006
15672,4000
15674,4018
15676,4012
15677,4021
15678,3998
15680,4016
15682,4010
15683,4019
15684,4004
15685,4013
15688,4248
15689,4257
15690,4242
15692,4260
15693,4245
15694,4254
15696,4240
15698,4258
15699,4243
15700,4252
15703,4255
15704,4264
15705,4241
15706,4250
15709,4253
15710,4262
15711,4247
15713,4265
15744,4080
15745,4089
15746,4098
15747,4083
15748,4092
15749,4101
15750,4078
15751,4087
15752,4096
15753,4081
15754,4090
15755,4099
15759,4079
15760,4088
15761,4097
15765,4085
15766,4094
15767,4103
15771,4323
15772,4332
15773,4341
15774,4326
15775,4335
15776,4344
15777,4321
15778,4330
15779,4339
15780,4324
15781,4333
15782,4342
15786,4322
15787,4331
15788,4340
15792,4328
15793,4337
15794,4346
15796,3708
15797,3717
15799,3711
15800,3720
15802,3714
15803,3723
15805,3709
15806,3718
15808,3712
15809,3721
15811,3715
15812,3724
15814,3710
15815,3719
15817,3713
15818,3722
15820,3716
15821,3725
15823,3951
15824,3960
15825,3945
15826,3954
15828,3948
15830,3966
15831,3943
15832,3952
15834,3946
15836,3964
15838,3958
15839,3967
15840,3944
15842,3962
15844,3956
15845,3965
15846,3950
15847,3959
15850,4194
15851,4203
15852,4188
15854,4206
15855,4191
15856,4200
15858,4186
15860,4204
15861,4189
15862,4198
15865,4201
15866,4210
15867,4187
15868,4196
15871,4199
15872,4208
15873,4193
15875,4211
15906,4026
15907,4035
15908,4044
15909,4029
15910,4038
15911,4047
15912,4024
15913,4033
15914,4042
15915,4027
15916,4036
15917,4045
15921,4025
15922,4034
15923,4043
15927,4031
15928,4040
15929,4049
15933,4269
15934,4278
15935,4287
15936,4272
15937,4281
15938,4290
15939,4267
15940,4276
15941,4285
15942,4270
15943,4279
15944,4288
15948,4268
15949,4277
15950,4286
15954,4274
15955,4283
15956,4292
15958,3870
15959,3879
15961,3873
15962,3882
15964,3876
15965,3885
15967,3871
15968,3880
15970,3874
15971,3883
15973,3877
15974,3886
15976,3872
15977,3881
15979,3875
15980,3884
15982,3878
15983,3887
15985,4113
15986,4122
15987,4107
15989,4125
15990,4110
15991,4119
15993,4105
15995,4123
15996,4108
15997,4117
16000,4120
16001,4129
16002,4106
16003,4115
16006,4118
16007,4127
16008,4112
16010,4130
16012,4356
16013,4365
16014,4350
16015,4359
16017,4353
16019,4371
16020,4348
16021,4357
16023,4351
16025,4369
16027,4363
16028,4372
16029,4349
16031,4367
16033,4361
16034,4370
16035,4355
16036,4364
16068,10452
16069,10461
16070,10470
16071,10455
16072,10464
16073,10473
16074,10450
16075,10459
16076,10468
16077,10453
16078,10462
16079,10471
16083,10451
16084,10460
16085,10469
16089,10457
16090,10466
16091,10475
16095,10695
16096,10704
16097,10713
16098,10698
16099,10707
16100,10716
16101,10693
16102,10702
16103,10711
16104,10696
16105,10705
16106,10714
16110,10694
16111,10703
16112,10712
16116,10700
16117,10709
16118,10718
16120,10296
16121,10305
16123,10299
16124,10308
16126,10302
16127,10311
16128,10288
16129,10297
16131,10291
16132,10300
16134,10294
16135,10303
16137,10289
16139,10307
16140,10292
16142,10310
16143,10295
16145,10313
16147,10539
16148,10548
16149,10533
16151,10551
16152,10536
16153,10545
16156,10540
16157,10549
16158,10534
16160,10552
16161,10537
16162,10546
16165,10541
16166,10550
16167,10535
16169,10553
16170,10538
16171,10547
16174,10782
16175,10791
16176,10776
16177,10785
16179,10779
16181,10797
16182,10774
16184,10792
16186,10786
16187,10795
16188,10780
16189,10789
16191,10775
16192,10784
16194,10778
16196,10796
16198,10790
16199,10799
16201,10377
16202,10386
16204,10380
16205,10389
16207,10383
16208,10392
16209,10369
16210,10378
16212,10372
16213,10381
16215,10375
16216,10384
16218,10370
16220,10388
16221,10373
16223,10391
16224,10376
16226,10394
16228,10620
16229,10629
16230,10614
16231,10623
16233,10617
16235,10635
16236,10612
16238,10630
16240,10624
16241,10633
16242,10618
16243,10627
16245,10613
16246,10622
16248,10616
16250,10634
16252,10628
16253,10637
16255,10863
16256,10872
16257,10857
16259,10875
16260,10860
16261,10869
16264,10864
16265,10873
16266,10858
16268,10876
16269,10861
16270,10870
16273,10865
16274,10874
16275,10859
16277,10877
16278,10862
16279,10871
16282,10242
16283,10251
16284,10236
16286,10254
16287,10239
16288,10248
16291,10243
16292,10252
16293,10237
16295,10255
16296,10240
16297,10249
16300,10244
16301,10253
16302,10238
16304,10256
16305,10241
16306,10250
16309,10485
16310,10494
16311,10479
16312,10488
16314,10482
16316,10500
16317,10477
16319,10495
16321,10489
16322,10498
16323,10483
16324,10492
16326,10478
16327,10487
16329,10481
16331,10499
16333,10493
16334,10502
16336,10728
16337,10737
16339,10731
16340,10740
16342,10734
16343,10743
16344,10720
16345,10729
16347,10723
16348,10732
16350,10726
16351,10735
16353,10721
16355,10739
16356,10724
16358,10742
16359,10727
16361,10745
16363,10323
16364,10332
16365,10317
16366,10326
16368,10320
16370,10338
16371,10315
16373,10333
16375,10327
16376,10336
16377,10321
16378,10330
16380,10316
16381,10325
16383,10319
16385,10337
16387,10331
16388,10340
16390,10566
16391,10575
16392,10560
16394,10578
16395,10563
16396,10572
16399,10567
16400,10576
16401,10561
16403,10579
16404,10564
16405,10573
16408,10568
16409,10577
16410,10562
16412,10580
16413,10565
16414,10574
16417,10809
16418,10818
16420,10812
16421,10821
16423,10815
16424,10824
16425,10801
16426,10810
16428,10804
16429,10813
16431,10807
16432,10816
16434,10802
16436,10820
16437,10805
16439,10823
16440,10808
16442,10826
16446,10398
16447,10407
16448,10416
16449,10401
16450,10410
16451,10419
16452,10396
16453,10405
16454,10414
16455,10399
16456,10408
16457,10417
16461,10397
16462,10406
16463,10415
16467,10403
16468,10412
16469,10421
16473,10641
16474,10650
16475,10659
16476,10644
16477,10653
16478,10662
16479,10639
16480,10648
16481,10657
16482,10642
16483,10651
16484,10660
16488,10640
16489,10649
16490,10658
16494,10646
16495,10655
16496,10664
16525,10269
16526,10278
16527,10263
16529,10281
16530,10266
16531,10275
16534,10270
16535,10279
16536,10264
16538,10282
16539,10267
16540,10276
16543,10271
16544,10280
16545,10265
16547,10283
16548,10268
16549,10277
16552,10512
16553,10521
16555,10515
16556,10524
16558,10518
16559,10527
16560,10504
16561,10513
16563,10507
16564,10516
16566,10510
16567,10519
16569,10505
16571,10523
16572,10508
16574,10526
16575,10511
16577,10529
16579,10755
16580,10764
16581,10749
16582,10758
16584,10752
16586,10770
16587,10747
16589,10765
16591,10759
16592,10768
16593,10753
16594,10762
16596,10748
16597,10757
16599,10751
16601,10769
16603,10763
16604,10772
16608,10344
16609,10353
16610,10362
16611,10347
16612,10356
16613,10365
16614,10342
16615,10351
16616,10360
16617,10345
16618,10354
16619,10363
16623,10343
16624,10352
16625,10361
16629,10349
16630,10358
16631,10367
16662,10830
16663,10839
16664,10848
16665,10833
16666,10842
16667,10851
16668,10828
16669,10837
16670,10846
16671,10831
16672,10840
16673,10849
16677,10829
16678,10838
16679,10847
16683,10835
16684,10844
16685,10853
16687,10431
16688,10440
16689,10425
16690,10434
16692,10428
16694,10446
16695,10423
16697,10441
16699,10435
16700,10444
16701,10429
16702,10438
16704,10424
16705,10433
16707,10427
16709,10445
16711,10439
16712,10448
16714,10674
16715,10683
16717,10677
16718,10686
16720,10680
16721,10689
16722,10666
16723,10675
16725,10669
16726,10678
16728,10672
16729,10681
16731,10667
16733,10685
16734,10670
16736,10688
16737,10673
16739,10691
16741,10917
16742,10926
16743,10911
16745,10929
16746,10914
16747,10923
16750,10918
16751,10927
16752,10912
16754,10930
16755,10915
16756,10924
16759,10919
16760,10928
16761,10913
16763,10931
16764,10916
16765,10925
16857,16849
16860,16852
16863,16855
16866,16850
16867,16859
16869,16853
16870,16862
16872,16856
16873,16865
16938,16930
16941,16933
16944,16936
16947,16931
16948,16940
16950,16934
16951,16943
16953,16937
16954,16946
17011,16803
17012,16812
17013,16797
17014,16806
17016,16800
17018,16818
17020,16804
17021,16813
17022,16798
17023,16807
17025,16801
17027,16819
17029,16805
17030,16814
17031,16799
17032,16808
17034,16802
17036,16820
17046,17038
17049,17041
17052,17044
17055,17039
17056,17048
17058,17042
17059,17051
17061,17045
17062,17054
17092,16884
17093,16893
17094,16878
17096,16896
17097,16881
17098,16890
17100,16876
17101,16885
17104,16888
17105,16897
17106,16882
17108,16900
17109,16877
17111,16895
17112,16880
17113,16889
17116,16892
17117,16901
17127,17119
17130,17122
17133,17125
17136,17120
17137,17129
17139,17123
17140,17132
17142,17126
17143,17135
17175,16959
17176,16968
17177,16977
17178,16962
17179,16971
17180,16980
17181,16957
17182,16966
17183,16975
17184,16960
17185,16969
17186,16978
17190,16958
17191,16967
17192,16976
17196,16964
17197,16973
17198,16982
17254,16830
17255,16839
17256,16824
17257,16833
17259,16827
17261,16845
17263,16831
17264,16840
17265,16825
17266,16834
17268,16828
17270,16846
17272,16832
17273,16841
17274,16826
17275,16835
17277,16829
17279,16847
17281,17073
17282,17082
17283,17067
17285,17085
17286,17070
17287,17079
17289,17065
17290,17074
17293,17077
17294,17086
17295,17071
17297,17089
17298,17066
17300,17084
17301,17069
17302,17078
17305,17081
17306,17090
17316,17308
17319,17311
17322,17314
17325,17309
17326,17318
17328,17312
17329,17321
17331,17315
17332,17324
17337,16905
17338,16914
17339,16923
17340,16908
17341,16917
17342,16926
17343,16903
17344,16912
17345,16921
17346,16906
17347,16915
17348,16924
17352,16904
17353,16913
17354,16922
17358,16910
17359,16919
17360,16928
17364,17148
17365,17157
17366,17166
17367,17151
17368,17160
17369,17169
17370,17146
17371,17155
17372,17164
17373,17149
17374,17158
17375,17167
17379,17147
17380,17156
17381,17165
17385,17153
17386,17162
17387,17171
17416,16992
17417,17001
17418,16986
17420,17004
17421,16989
17422,16998
17424,16984
17425,16993
17428,16996
17429,17005
17430,16990
17432,17008
17433,16985
17435,17003
17436,16988
17437,16997
17440,17000
17441,17009
17443,17235
17444,17244
17445,17229
17446,17238
17448,17232
17450,17250
17452,17236
17453,17245
17454,17230
17455,17239
17457,17233
17459,17251
17461,17237
17462,17246
17463,17231
17464,17240
17466,17234
17468,17252
17478,17470
17481,17473
17484,17476
17487,17471
17488,17480
17490,17474
17491,17483
17493,17477
17494,17486
17526,6078
17527,6087
17528,6096
17529,6081
17530,6090
17531,6099
17532,6076
17533,6085
17534,6094
17538,6082
17539,6091
17540,6100
17541,6077
17542,6086
17543,6095
17544,6080
17545,6089
17546,6098
17553,6321
17554,6330
17555,6339
17556,6324
17557,6333
17558,6342
17559,6319
17560,6328
17561,6337
17565,6325
17566,6334
17567,6343
17568,6320
17569,6329
17570,6338
17571,6323
17572,6332
17573,6341
17578,5922
17579,5931
17581,5925
17582,5934
17584,5928
17585,5937
17587,5923
17588,5932
17590,5926
17591,5935
17593,5929
17594,5938
17596,5924
17597,5933
17599,5927
17600,5936
17602,5930
17603,5939
17605,6165
17606,6174
17607,6159
17609,6177
17610,6162
17611,6171
17613,6157
17614,6166
17617,6169
17618,6178
17619,6163
17621,6181
17622,6158
17624,6176
17625,6161
17626,6170
17629,6173
17630,6182
17632,6408
17633,6417
17634,6402
17635,6411
17637,6405
17639,6423
17640,6400
17642,6418
17644,6412
17645,6421
17646,6406
17647,6415
17649,6401
17650,6410
17652,6404
17654,6422
17656,6416
17657,6425
17659,6003
17660,6012
17662,6006
17663,6015
17665,6009
17666,6018
17668,6004
17669,6013
17671,6007
17672,6016
17674,6010
17675,6019
17677,6005
17678,6014
17680,6008
17681,6017
17683,6011
17684,6020
17686,6246
17687,6255
17688,6240
17689,6249
17691,6243
17693,6261
17694,6238
17696,6256
17698,6250
17699,6259
17700,6244
17701,6253
17703,6239
17704,6248
17706,6242
17708,6260
17710,6254
17711,6263
17713,6489
17714,6498
17715,6483
17717,6501
17718,6486
17719,6495
17721,6481
17722,6490
17725,6493
17726,6502
17727,6487
17729,6505
17730,6482
17732,6500
17733,6485
17734,6494
17737,6497
17738,6506
17740,5868
17741,5877
17743,5871
